Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),Data Set 1:Heart Rate(bpm)
0.000000000000,2.653228759766,9.153318405151,85.000000000000
0.100000000000,2.911285400391,,
0.200000000000,3.294532775879,,
0.300000000000,3.567916870117,,
0.400000000000,3.797866821289,,
0.500000000000,3.951164245605,,
0.600000000000,4.099357604980,,
0.700000000000,4.252655029297,,
0.800000000000,4.377853393555,,
0.900000000000,4.377853393555,,
1.000000000000,4.163230895996,,85.000000000000
1.100000000000,3.813194274902,,
1.200000000000,3.481048583984,,
1.300000000000,3.279205322266,,
1.400000000000,3.210220336914,,
1.500000000000,3.177001953125,,
1.600000000000,3.092689514160,,
1.700000000000,2.939384460449,,
1.800000000000,2.783531188965,,
1.900000000000,2.688995361328,,
2.000000000000,2.640449523926,,85.000000000000
2.100000000000,2.620010375977,,
2.200000000000,2.617454528809,,
2.300000000000,2.581687927246,,
2.400000000000,2.510147094727,,
2.500000000000,2.459045410156,,
2.600000000000,2.461601257324,,
2.700000000000,2.499931335449,,
2.800000000000,2.551025390625,,
2.900000000000,2.609794616699,,
3.000000000000,2.660896301270,,85.400000000000
3.100000000000,2.671112060547,,
3.200000000000,2.688995361328,,
3.300000000000,2.788642883301,,
3.400000000000,2.949607849121,,
3.500000000000,3.131011962891,,
3.600000000000,3.320083618164,,
3.700000000000,3.491264343262,,
3.800000000000,3.575584411621,,
3.900000000000,3.537254333496,,
4.000000000000,3.419731140137,,86.833333333333
4.100000000000,3.289421081543,,
4.200000000000,3.228103637695,,
4.300000000000,3.215324401855,,
4.400000000000,3.166786193848,,
4.500000000000,3.087577819824,,
4.600000000000,2.972602844238,,
4.700000000000,2.839744567871,,
4.800000000000,2.745208740234,,
4.900000000000,2.717102050781,,
5.000000000000,2.729881286621,,87.285714285714
5.100000000000,2.734985351562,,
5.200000000000,2.729881286621,,
5.300000000000,2.729881286621,,
5.400000000000,2.683891296387,,
5.500000000000,2.620010375977,,
5.600000000000,2.597015380859,,
5.700000000000,2.604682922363,,
5.800000000000,2.609794616699,,
5.900000000000,2.658340454102,,
6.000000000000,2.826965332031,,87.714285714286
6.100000000000,3.023704528809,,
6.200000000000,3.164230346680,,
6.300000000000,3.281761169434,,
6.400000000000,3.378845214844,,
6.500000000000,3.473381042480,,
6.600000000000,3.578140258789,,
6.700000000000,3.642013549805,,
6.800000000000,3.647125244141,,
6.900000000000,3.537254333496,,
7.000000000000,3.363517761230,,88.166666666667
7.100000000000,3.212776184082,,
7.200000000000,3.102905273438,,
7.300000000000,3.016036987305,,
7.400000000000,2.939384460449,,
7.500000000000,2.867851257324,,
7.600000000000,2.745208740234,,
7.700000000000,2.625122070312,,
7.800000000000,2.576576232910,,
7.900000000000,2.579132080078,,
8.000000000000,2.579132080078,,87.428571428571
8.100000000000,2.579132080078,,
8.200000000000,2.609794616699,,
8.300000000000,2.602127075195,,
8.400000000000,2.551025390625,,
8.500000000000,2.522926330566,,
8.600000000000,2.533142089844,,
8.700000000000,2.561248779297,,
8.800000000000,2.589355468750,,
8.900000000000,2.627677917480,,
9.000000000000,2.607238769531,,87.000000000000
9.100000000000,2.538253784180,,
9.200000000000,2.510147094727,,
9.300000000000,2.538253784180,,
9.400000000000,2.599571228027,,
9.500000000000,2.676223754883,,
9.600000000000,2.770759582520,,
9.700000000000,2.832077026367,,
9.800000000000,2.878067016602,,
9.900000000000,2.947052001953,,
10.000000000000,3.041587829590,15.555556297302,85.500000000000
10.100000000000,3.174446105957,,
10.200000000000,3.307304382324,,
10.300000000000,3.396736145020,,
10.400000000000,3.383956909180,,
10.500000000000,3.320083618164,,
10.600000000000,3.279205322266,,
10.700000000000,3.251098632812,,
10.800000000000,3.253654479980,,
10.900000000000,3.243431091309,,
11.000000000000,3.141235351562,,85.285714285714
11.100000000000,2.957275390625,,
11.200000000000,2.783531188965,,
11.300000000000,2.660896301270,,
11.400000000000,2.571464538574,,
